,equity,port_ret
2006-01-03,1.0,0.0
2006-01-04,1.0,0.0
2006-01-05,1.0,0.0
2006-01-06,1.0020916189049627,0.002091618904962678
2006-01-09,1.0046381706468959,0.002541236443745376
2006-01-10,1.0007620156609287,-0.0038582597189903423
2006-01-11,0.9982771132893982,-0.0024830102788118147
2006-01-12,0.9996119590453749,0.001337149513102931
2006-01-13,1.001512000846834,0.0019007793817047425
2006-01-17,1.000718680424531,-0.0007921227320611957
2006-01-18,1.00167028227441,0.0009509184434084439
2006-01-19,1.003047676567414,0.0013750974920375136
2006-01-20,0.9943421664623243,-0.008679059139921619
2006-01-23,0.9939130921230487,-0.00043151578374900357
2006-01-24,0.9907532186132636,-0.0031792251604568778
2006-01-25,0.9870638268415406,-0.003723825168983119
2006-01-26,0.9884868475168759,0.001441670372916759
2006-01-27,0.99457184725679,0.006155873247276844
2006-01-30,0.9911880648423834,-0.003402250348971514
2006-01-31,0.9917486282984777,0.0005655470197610257
2006-02-01,0.993306825353115,0.0015711612904477645
2006-02-02,0.9893126301747694,-0.004021109164256131
2006-02-03,0.9898811487405279,0.0005746601715356237
2006-02-06,0.9846817180329083,-0.005252580791375916
2006-02-07,0.9833122007050252,-0.0013908223366013162
2006-02-08,0.9893801577250961,0.0061709363676360485
2006-02-09,0.9903207104678826,0.0009506484796998338
2006-02-10,0.9878073724505396,-0.002537903116411222
2006-02-13,0.9871907872842304,-0.0006241957526391118
2006-02-14,0.9912556493634752,0.004117605362208954
2006-02-15,0.9950715742835164,0.0038495870590916637
2006-02-16,0.998044676278195,0.002987827279479216
2006-02-17,0.9994315542811205,0.0013895951112101734
2006-02-21,0.9962296276031888,-0.0032037478346726433
2006-02-22,1.0023839668795544,0.006177631246695903
2006-02-23,0.9993434350185647,-0.003033300572888198
2006-02-24,0.9987408813402296,-0.0006029495538977803
2006-02-27,1.001595990283158,0.002858708396012488
2006-02-28,0.9970570166593233,-0.004531741009218104
2006-03-01,0.9965343660999887,-0.0005241932513406766
2006-03-02,0.993623335112179,-0.0029211546403584143
2006-03-03,0.9907315926519612,-0.002910300471044569
2006-03-06,0.9865588139298227,-0.004211815544277575
2006-03-07,0.986953368849843,0.0003999304597448461
2006-03-08,0.9905659683612779,0.0036603548105265116
2006-03-09,0.9893700091645968,-0.0012073493688254944
2006-03-10,0.9902410140850757,0.0008803631729391026
2006-03-13,0.9895115119491465,-0.0007366914978805261
2006-03-14,0.9958693286158051,0.006425207377461328
2006-03-15,0.996638343051823,0.0007722041576345706
2006-03-16,0.9997983816257302,0.0031706973707541497
2006-03-17,0.9999477544973446,0.00014940299400323376
2006-03-20,1.0018360325109137,0.0018883766727575413
2006-03-21,0.996715777227707,-0.005110871556869179
2006-03-22,1.002370173162978,0.005673027421115195
2006-03-23,0.9983496068856357,-0.004011059372063475
2006-03-24,0.9997766660609446,0.0014294182773914588
2006-03-27,0.9948611676503296,-0.004916596453467759
2006-03-28,0.9878402003515231,-0.007057233237265315
