period_start,period_end,cagr,maxdd,vol,sharpe,sortino,turnover_annual,avg_def_weight,avg_risk_weight,churn_flags,latest_exec_date,infra_enabled,latest_exec_sum
2006-01-03,2026-05-19,0.06831955337623974,-0.1676427754070342,0.08417950140447829,0.8284565912951125,1.1359068206370966,0.024580569644947328,0.999414748341787,0.000585251658212993,31,2026-05-15,False,1.0
