ticker,coverage,last_price,last_date
AMD,1.0,199.8000030517578,2026-03-06
GOOGL,1.0,299.4750061035156,2026-03-06
IEF,1.0,96.55840301513672,2026-03-06
KLAC,1.0,1403.4849853515625,2026-03-06
MSFT,1.0,412.0101013183594,2026-03-06
NVDA,1.0,182.3699951171875,2026-03-06
QQQ,1.0,605.22998046875,2026-03-06
VRT,0.37596059113300495,247.60000610351562,2026-03-06
XLV,1.0,151.99000549316406,2026-03-06
